22201002	100009,100197,100197,100197,100197,100269,100041,100065,100205,100056,100197,100177,100002,100009,100007,100009,100023,100022,100011,100197,100031,100063,100013,100020,100059,100099,100168,100009,100056,100009,100002,100009,100041,100065,100269,100205,100056,100009,100012,100009,100013,100056,100285,100079	100197,100007
13001004	100197,100012,100009,100017,100197,100007,100011,100013	100197,100012
11202005	100009,100197,100024,100011,100009,100085,100065,100044,100059,100146,100030,100028,100009,100009,100031,100197,100009,100007	100197,100019
11101005	100009,100023,100199,100009,100009	100197
11101006	100197,100026,100197,100078,100066	100197,100007,100042,100002
11101006	100058	100013
11101006	100197,100042,100063,100021,100197,100002,100038,100197,100120,100030,100084	100009,100013
11101006	100197,100012,100197,100011,100013,100197,100026	100197,100041
11101006	100009,100038	100013,100007
11101006	100011,100013,100197,100002,100009,100013,100042,100053	100009,100002
11101006	100013,100007,100197,100011,100038,100011,100002,100197,100053,100025,100002	100013,100026
11101006	100197,100007,100197,100007,100197,100025,100002,100013,100011	100009
11101006	100002,100197,100002,100038,100197,100002,100197,100002	100013
22201002	100012,100214,100009,100197,100197,100011,100197,100007,100120,100009,100041,100009,100043,100009,100056,100009,100011,100022,100009,100056,100013,100009,100012,100197,100056,100197,100002,100009,100024,100177,100197,100013	100197,100031,100038,100051
20201001	100012,100197,100009,100056,100009,100056	100197,100056
11101006	100012,100181,100197,100009,100009,100197,100197,100023,100011	100197
13001004	100197,100007	100197,100013,100011
13001004	100012,100046,100197,100002,100197,100048,100002	100013
13001004	100012,100044,100048,100046	100197,100051,100026
13001004	100197,100010,100051,100026,100009,100026,100056,100009,100009,100031,100007,100009,100197,100010,100049,100056,100009,100079,100056,100197,100056,100009,100041,100009,100009,100011,100056,100009,100007,100009,100138,100056,100197,100013,100009,100056,100197,100013,100031,100197,100056	100197,100056
13001003	100026,100069	100044,100162,100026
13001003	100109,100110,100069,100065,100043,100121,100122,100010	100011,100002
13001003	100025,100007,100121,100122,100002,100138,100011,100026,100146,100010	100044,100048
20201001	100036,100197,100007,100197,100197,100197,100082,100009,100007,100031,100009,100012	100009,100056,100034
20201001	100026,100069,100007,100197,100197,100009,100032,100009,100197	100197
11201006	100197,100063,100197,100197,100197,100197	100197,100012
11101005	100197,100007,100197,100009,100031,100009,100009,100009,100056,100197,100024	100197,100007
11101005	100007,100027	100197
11101005	100159,100007,100007	100009
20201001	100197,100009,100031	100197,100007
20201001	100013,100007,100010,100035,100009,100010	100009,100056
20201001	100197,100009,100016	100197
20201001	100012	100009,100056,100030
20201001	100073,100010,100013,100197,100011,100013,100021,100032,100009,100036,100030,100044,100007,100010,100009,100031,100036,100009,100031	100197,100056
22201002	100009,100009,100031,100009,100009,100007,100010,100197,100024	100197,100056,100011,100007,100028,100012,100013
10101003	100007,100197,100087,100197,100197,100069,100009,100056	100009
20201001	100050,100032,100197,100035,100007,100018,100009	100026
20201001	100041,100064,100065,100012	100007
20201001	100032,100016,100050,100152,100035,100007,100026,100197,100269,100009,100131,100050,100009,100001,100253	100269,100043
22201002	100021,100010,100109,100009,100038,100007,100013,100137,100002,100088,100138,100118,100030,100002,100197,100158,100269,100007,100013,100011,100205,100043,100011,100032,100137,100009,100078,100197,100041,100163,100009,100007,100030,100009,100014,100071,100009,100031,100023,100021,100009,100007,100197,100033,100056	100197,100013,100011,100155,100056
11101006	100197,100053,100026,100002,100001,100038,100077,100013	100197
11101006	100007,100197,100002,100197,100053,100002	100009,100253,100013
11101006	100197,100007,100002,100197,100013,100197,100023	100009,100056
11101006	100197,100002,100070,100197,100013,100197,100113,100197,100001	100011
11101006	100009,100002,100197,100038,100001,100009,100049,100010,100197,100001	100013,100011
11101006	100197,100013,100009,100056,100011	100197,100001,100007,100035
11101006	100197,100011,100009,100007,100197,100002,100013,100197,100001,100026,100070,100197,100001,100009,100002,100197,100038,100009,100025	100009,100002
11101006	100009,100038,100002,100042	100009,100031
11101006	100007,100035,100026,100023	100012,100011
11101006	100007,100012	100007,100013
11101006	100009,100002,100016,100009,100012	100009,100056,100007
11101006	100197,100021,100197,100013,100013,100007,100002,100049,100010,100009,100013,100038,100009,100056	100197,100026
11101006	100009,100013,100002	100013,100007
20201001	100088,100002,100197,100056,100197,100012	100009
13001004	100012,100197,100013	100051,100026
13001004	100007,100012,100079,100002	100048
13001004	100012,100011	100009,100046,100051
13001004	100012,100009,100197,100009	100009,100282,100051,100056
13001004	100012,100197,100007	100197,100026,100051
13001004	100012,100197,100013	100051,100026
20201001	100197,100197,100009,100197	100197
22201002	100041,100042,100043,100091,100047,100035,100007,100023,100011,100130,100047,100034,100073,100013,100009,100035,100063,100041,100013,100079,100007,100009,100009,100063,100023,100197,100043,100197,100197,100197,100037,100197,100030,100059,100009,100042,100177,100031,100009,100011,100013,100009,100177,100019,100009,100134,100099,100009,100099,100041,100009,100269,100043,100009,100056,100009,100059,100102,100029,100197,100013,100078,100007,100197,100056,100197,100013,100177,100197,100114,100007	100197,100056
22201002	100197,100170,100299,100009,100031,100009,100007,100009,100009,100009,100009,100197,100024,100197,100009,100076,100075,100159,100027,100056,100015,100177,100041,100194,100217,100009,100197,100197,100197	100197,100023,100013
20201001	100007,100012,100009	100197
20201001	100007,100011,100023,100203,100007,100013,100197,100114,100007,100063	100009,100085,100059,100021,100044,100030,100056
10101003	100009,100056,100011,100009,100056,100007,100035,100197,100076	100197,100056
10301001	100002	100114
11101005	100159,100027,100021,100007,100044,100007,100009,100009,100197,100197	100009
11101005	100030,100123,100021,100009	100044
11501001	100197,100009,100009,100031	100009,100019
20201001	100009,100012,100009,100046,100021,100007,100035,100009,100009	100197,100027,100269
20201001	100053,100009,100056,100009,100032	100197
20201001	100155,100007,100009,100032,100197,100253,100009,100053,100304,100253	100197,100056
20201001	100009,100053	100009,100031
20201001	100009,100269,100197,100053,100178,100197,100009,100026,100039,100009,100285	100009,100019,100012
20201001	100016,100007,100053,100009,100016,100039	100009,100056
20201001	100197,100011,100007,100197,100012,100001,100007,100009,100160,100009,100056	100009,100009
10101003	100197,100053,100041,100076,100007,100011,100083,100202,100171,100029,100009,100031,100087,100009,100056,100013,100197,100197,100083,100059	100009,100287,100076
20201001	100007,100007	100009
20201001	100197	100197
20201001	100009,100197	100197
22201002	100197,100009,100091,100009,100056,100009,100024,100197,100012,100197,100023,100007	100197,100056
11101011	100007,100010,100009	100197,100026,100051
20201001	100032,100013	100009,100056
11101006	100009,100013,100197,100002,100009,100056,100009,100042,100063	100011
11101006	100197,100197,100007	100063,100007
11101006	100197,100013,100009,100002,100009,100026,100001,100070	100197,100025
11101006	100009,100007,100001,100197,100013,100197	100197,100091
11101006	100197,100002,100197,100002,100038,100197,100013,100197	100009,100007
11101006	100007,100063,100197,100047,100009,100026,100009,100013	100197,100002,100035
11101006	100197,100007,100013	100009,100056,100002
11101006	100013	100007,100013,100026
11101006	100009,100007,100002,100025,100197,100002,100197	100197,100013
11101006	100007,100197,100042,100002,100197,100043,100009,100056	100009,100013,100002
11101006	100197,100011,100013,100070,100009,100038,100197,100007	100038
20201001	100035,100009,100035,100007,100007,100197,100012,100197	100009
11101005	100056,100034,100073,100012,100009,100009,100036,100056,100009,100007	100197,100031
11101005	100062,100087,100059,100033,100044,100035,100007,100012,100043,100073,100002,100011,100036,100119,100094,100044,100216,100056,100009,100069	100197
13001003	100007,100011	100227,100013
22201001	100012,100011,100003,100004,100039,100013,100007,100007,100009,100019,100093,100009,100034	100009,100038,100009
22201002	100197,100138,100013,100011,100009,100021,100022,100041,100043,100197,100032,100055,100009,100007,100009,100101,100009,100009,100209,100009,100009,100031,100009,100009,100013,100038,100009,100197,100079,100013,100197,100009,100011,100056,100009,100009,100056,100009,100009,100056,100009,100197,100209,100124,100177,100197,100197,100056,100197,100041,100056,100197,100197,100032,100197,100034,100027,100159,100197,100197,100022,100056	100197
22201002	100009	100197
20201001	100054,100078,100010,100044,100007,100009,100011,100017,100197,100197,100197,100162	100197,100012
22201002	100038,100007,100002,100009,100041,100197,100013,100007,100009,100009,100179,100019,100269,100002,100023,100038,100007,100026,100009,100009,100134,100009,100136,100013,100024,100009	100197,100091,100079
20201001	100044,100035,100007,100013,100007,100197,100032,100009	100009,100056
11101005	100044,100011,100007,100083,100035,100007,100078,100087,100228,100034,100012,100026,100197,100009,100017,100056,100009	100009
11102001	100007,100007,100010,100038,100009,100012,100026,100009,100012,100026,100197,100197,100244,100009,100009,100031,100197,100197,100002,100038	100007,100011
11501014	100007,100044,100197,100065,100197,100032,100009,100038,100013,100197,100081,100009,100009,100031,100007,100009,100009,100081	100197
11501005	100197,100009,100197,100197,100032,100197,100009,100056,100009,100197,100197,100076,100285,100013,100011,100143	100197
11203004	100197,100081,100042,100009,100004,100253,100003,100009,100069,100021,100168,100009,100010,100009,100068,100020	100197,100205
11203004	100197,100197	100009
11203004	100036,100010,100009,100010,100007,100036,100214,100036,100069,100021,100065,100197,100010,100197	100009
13002002	100010,100007,100009,100009,100056,100009,100009,100197,100197,100035,100043,100011,100197,100009,100056,100032,100197	100197
11101005	100036,100027,100073,100004,100034	100197
11101005	100197,100056,100009,100022,100011	100197,100012
11101005	100017,100197,100197,100007,100009,100036,100031,100026,100011,100009,100036,100253,100011	100197,100012
11101005	100073,100017,100004,100027,100036,100009	100197
11101005	100144,100073	100009
11101006	100048,100026,100009,100056,100042,100002	100009,100013
11101006	100197,100042,100038	100197,100013
11101006	100009,100002,100197,100042,100197,100002,100197,100002,100009,100038,100001	100237,100007
11101006	100197,100012,100007,100013,100002,100197,100071,100197,100038	100215,100071,100042
11101006	100197,100063,100038,100002,100007,100013,100197,100026,100042,100007,100013,100026	100009
11101006	100197,100011,100002,100013	100009,100056
11101006	100026,100023,100053,100013,100197,100110,100109,100197,100218,100009,100070,100042,100043,100013	100009,100031,100026
11101006	100197,100053,100009,100013,100009	100041,100043
11101006	100145,100167,100010,100049,100012	100197,100007
11101006	100197,100007,100063,100197,100002,100197,100007	100026,100002,100038
11101006	100197,100042,100007,100009,100007,100013,100197,100013,100002,100197,100020,100013,100197,100038	100013
11101006	100002,100197,100013,100002	100009,100007
11101006	100009,100007,100197,100038,100197,100013,100002	100197,100038
11101006	100011,100013,100001,100197,100049,100010,100078,100197,100054,100197,100106,100197,100070,100197,100002	100197,100025
11101006	100009,100011,100197,100013	100197,100087
11101006	100197,100026,100038,100197,100007,100197,100002,100197,100026,100013,100038	100009,100031,100285
11101006	100197,100053,100002,100197,100007,100026,100035,100013	100042,100043,100026
11101006	100013,100197,100002	100009,100216
11101006	100197,100002,100009,100002,100001,100009,100056,100253,100007,100013,100035	100009,100007,100035
11101006	100009,100038,100197,100002,100038,100009,100007,100197,100002,100197,100013	100197,100007
11101006	100002,100038,100026,100013	100009,100253
11101006	100001,100007,100011,100035,100038,100007,100035,100026,100197,100002,100197,100013,100071,100009,100001,100025,100025,100032	100001,100038
11101006	100026,100007,100007,100035,100013	100009,100056
11101006	100197,100002,100012	100009,100013,100002
15801001	100009,100002,100197,100007,100009,100007	100009,100007
15801001	100197,100010	100197,100012
15801001	100006,100009,100197,100007,100035,100023,100197,100007,100010,100007,100009,100269,100197,100146,100211,100021,100132,100010	100197,100012
15801001	100007	100197
15801001	100009,100002,100009,100002,100002,100007,100010,100197	100197,100012,100021,100168
11101005	100022,100023,100009,100056,100009,100012	100197,100007
11101005	100009,100023,100004,100027,100073	100009
11101005	100012,100009,100056,100009,100056,100007,100011,100009,100056,100009,100056,100007,100013,100197,100056,100197,100056,100021,100197,100056,100001,100197,100110,100109,100007,100010,100001	100197,100056
11101005	100004,100027,100004,100027,100009,100009	100197
11101005	100073,100004,100027,100007	100197
11101005	100009,100031,100007,100035,100009,100012,100009,100056	100197,100056
11101011	100034	100012
11101006	100045,100004,100015,100012,100009,100009,100197,100197,100197	100011,100036
11101006	100011,100009,100009,100197,100197,100197,100032,100197,100007	100009
11101005	100004,100027,100073,100023,100011,100197,100009	100009
11101005	100009,100053,100012	100009,100056
20201001	100021,100073,100069,100044,100013,100007,100010,100009,100197,100197,100197,100197	100009
20201001	100007,100114,100088,100044,100021,100032,100057,100026,100003,100046,100045,100015,100039,100197,100211,100021,100197,100086,100197,100269,100197,100125	100009
20201001	100009,100197,100025,100043,100044,100009,100197,100009,100197,100197,100146,100007	100009
20201001	100007,100044,100009,100017,100026,100028,100034,100009,100009,100116	100197,100011,100026,100051
20201001	100011,100044,100007,100030,100009,100009,100007,100010,100035,100009,100021,100023,100035	100013
20201001	100017,100007,100026,100044,100030,100011,100022,100197,100013,100197,100026,100051	100146,100114
11101005	100197,100007,100197,100013,100011	100009,100007,100081
11101005	100017,100056,100009,100197,100015,100046,100051,100007,100009,100007	100009
20201001	100059,100044,100030,100021	100012,100026
20201001	100021,100059,100069,100044,100017,100002,100013,100011,100185,100008,100010,100035,100166,100197,100197	100009,100102,100039
20201001	100009,100197,100197,100009	100197
11101005	100012,100197,100009	100009,100010,100285,100253
20201001	100007,100010,100011,100069,100014,100015,100044,100012,100013,100021,100197,100197,100009,100036,100001,100043,100009,100031,100009	100009,100008
20201001	100011,100036,100012,100034,100073,100094,100007,100069,100044,100008,100021,100043,100197,100197,100036,100009,100009,100056,100012,100009,100009,100047,100005,100009,100285,100036	100009,100031
22201002	100009,100032,100015,100026,100046,100051,100197,100021,100011,100197,100072,100056,100009,100007,100032,100009,100063,100013,100007,100009,100062,100086,100009,100070,100009,100002,100030,100009,100031,100088,100161,100041,100197,100033,100056	100197,100063,100011
20201001	100007,100069,100034	100197
10101003	100197,100087	100009,100087,100026
11101001	100009	100009
20201001	100197,100197,100181,100051,100009,100007,100056,100009	100009,100011,100019
20201001	100009	100009,100007
11101011	100197,100197,100009	100009
11101005	100012	100009,100044,100026
11101011	100009,100197	100009
11101011	100030,100007,100018,100115,100009,100197	100197
11101011	100044,100021,100059,100007	100012
11101011	100007	100197
11101011	100012	100009
11501002	100269,100009,100009,100269	100197
60301001	100009,100007	100197
60301001	100197,100009	100197
20201001	100197,100197,100197,100197,100197,100012,100197,100197,100197,100007,100010,100009	100009,100056,100009
13001004	100011,100023	100013
20101001	100052,100046,100051,100015,100004,100013,100011,100007	100044,100039
20201001	100009,100197,100197	100009
20201001	100009,100009,100197,100197,100197	100009
11101006	100044,100026,100045,100027,100197	100009
11101006	100077,100002,100002,100038	100197
11101006	100042,100002,100015,100026,100045,100038,100044,100012,100002,100038	100087
20201001	100013,100010,100021,100211,100011	100009
20201001	100011,100226,100197,100013,100044,100197,100009,100009,100044,100048,100026,100051,100009,100089,100009,100282,100012,100197,100285,100197,100094	100009,100056
11101005	100053	100007
11101005	100016,100044,100009,100007,100010,100197,100010,100030,100009	100026,100046,100051
11101005	100032	100009
13001004	100007,100011	100007
13001004	100197,100007,100009,100031,100009	100009
13001004	100011	100013
13001004	100073	100197
13001004	100007,100035	100027
13001004	100007	100007
13001004	100009,100031,100197,100012	100197,100073,100056
13001004	100017	100009
13001004	100007,100035,100013,100017,100012,100009,100011	100012
11101005	100012	100197,100056,100011,100044
11101005	100009,100007,100009,100056,100197,100012	100197,100056,100011
11101005	100009	100009,100011
11501002	100030,100017,100175,100002,100009	100013
11102004	100002,100025,100105,100106,100002,100020	100079
11102004	100026,100052,100045,100046,100059,100084,100215,100220,100059	100062,100007
11102004	100025	100078
11102004	100025,100094,100175,100007,100011,100026,100126,100106,100007,100026,100045,100052,100046,100079	100059,100215
11102004	100120	100079,100082
11102004	100006,100002,100002	100079
11102004	100160,100007,100010,100079	100012
11101005	100019,100192,100012,100087,100009,100197,100197,100197	100197,100142
11203004	100011	100013
11203004	100197,100197,100197,100009	100009
20201001	100007,100012	100009
11101005	100027	100197,100012
11101005	100197,100012,100007,100197,100007,100009,100026	100197
20201001	100009,100197,100009	100197
13001004	100010,100056,100035,100007,100012	100009
13001004	100009,100009,100010,100252,100009	100197
13001004	100197,100197,100012,100009,100197,100143,100023,100013,100197,100009,100009,100009,100031,100107,100007,100010,100197,100024,100146,100143,100066,100063,100010,100197,100009,100009,100056,100007,100197	100197,100056,100021,100311
13001004	100010,100007,100012,100065,100021,100030,100013,100009,100031,100197,100197,100009,100056,100197,100012,100197,100031,100007,100044	100009
13001004	100010,100007,100012,100021,100009,100031,100197,100031,100009,100007,100056,100197,100197,100009,100056,100013,100011,100197,100007,100009,100197,100021,100059,100044,100056	100197
13001004	100009,100009,100009	100009
60301001	100009,100197,100197,100197	100056
11102004	100004,100034,100073,100011,100051,100013,100035,100007,100010,100023,100242,100240,100009,100197,100197	100197
10301004	100011	100012
13901005	100174,100013	100197
20201001	100044,100026,100034,100043,100011,100073,100069,100012,100139,100008,100136,100009	100197
11101005	100044,100009,100197,100252,100197,100197,100197,100197,100087,100026,100083,100197,100007,100021,100009,100056	100197
11101005	100032,100197,100197,100197,100197,100007,100197	100009
11501002	100012,100017	100009
11102004	100197	100197
11102004	100012,100006,100007,100146,100011,100010,100023	100190
11102004	100009,100007,100007,100010,100197,100007,100009	100197,100007,100010
11102004	100011,100012	100087
11102004	100007,100013,100012,100009,100197,100197	100197
11102004	100009,100007,100009,100007,100197,100013	100009,100056
11101005	100044,100056,100012,100035,100007,100034,100073,100043,100070,100069,100009,100113,100013,100011	100197
20201001	100044,100030,100197	100197
20201001	100012,100197,100197	100197
20201001	100012,100007,100010,100010,100007,100197,100197,100071	100278
20201001	100197,100035,100007,100009,100009,100056,100011	100197,100024,100197
11102001	100063,100011,100052,100046,100015	100006,100007
11101005	100106,100034,100197,100009,100197,100252,100197,100197,100009,100197,100197,100007,100197,100085,100007,100009,100044,100009,100056,100009,100012,100013,100009,100031,100009,100197,100056	100197,100019
11101006	100002,100197,100009,100009,100197,100197,100197,100023,100011,100197	100044,100026
11101005	100009,100197,100009	100009,100007,100031
20201001	100013,100011,100069,100043,100009,100081,100063,100009,100007	100009,100036
11102004	100073,100063,100023,100197	100059,100003,100215
20201001	100197,100009,100009,100009,100009,100009,100009,100002,100010,100009,100024,100197	100197,100017,100019,100003,100004
20201001	100026,100197,100012,100021,100010,100197	100197
20201001	100009,100009,100056,100197,100197,100056,100007,100197	100197
20201001	100002	100036,100007
11101005	100197,100058	100197
60201001	100009,100009,100009	100009
60201001	100009,100197,100197	100197
11102004	100007,100017,100009,100197,100009,100269,100009,100056,100009,100031,100009,100036	100009,100007,100290
15001005	100007	100038,100027
15001005	100174	100068
13901005	100197,100197,100197,100009,100009	100197,100084
13901005	100009,100197,100197,100009,100009	100009
11501002	100044	100012
13302003	100115,100010	100007,100010
11102001	100009,100197,100197	100197,100056
20201001	100044,100011,100034	100002,100017
20201001	100007,100034,100009,100007,100011,100197,100197,100197,100009,100056,100009,100197,100056	100009,100031
20201001	100197,100009,100007,100009,100033,100048,100009,100101	100009
15001005	100007,100017,100018,100038	100002
15001005	100007	100017
15001005	100017,100007,100002,100002,100038,100027	100002,100038
11101005	100053,100041,100069,100044,100021,100084,100002,100012	100087,100010,100023,100180,100192
11101005	100009,100197,100197,100010,100007	100197
11101005	100009,100009,100180,100009,100087,100197,100009	100009
20201001	100007,100197	100007
20201001	100007,100013,100197,100030,100021,100044,100059,100009,100197	100009
20201001	100197,100009,100205,100001,100059,100043,100009,100032,100197,100010,100007,100197,100009	100009
20201001	100009,100197,100197,100197	100197
20201001	100130,100032	100001,100079
20201001	100009,100007,100006	100226
20201001	100007,100030,100019,100197,100009,100032,100197	100197,100041
20201001	100009,100009,100197,100197,100009	100197
20201001	100010,100007,100007,100032,100001,100044,100004,100003,100057,100009,100032	100009,100009,100056
20201001	100014,100044,100007,100032,100001,100009,100110,100197,100011,100063,100009,100009,100009,100007	100009,100269,100009,100031
11101005	100007,100007,100010,100088,100251,100034,100009,100032,100009,100025,100044,100015,100051,100005,100197,100160	100197,100110,100109,100076,100010
10101002	100005,100039,100007,100010,100197,100005,100197,100197,100062,100197,100007,100036,100185,100009,100056,100009	100007
11102004	100007,100032,100197,100007	100197,100197,100056,100073
11102004	100003,100004,100039,100009,100009,100031,100034,100032,100197,100197,100007	100197,100197,100013,100073
11102001	100007,100011,100032,100109,100110,100023,100059,100013,100021	100026,100052,100051,100015
20201001	100012,100197,100009,100056,100009	100197,100012
20201001	100032,100009,100012,100197,100007,100009,100056	100197,100056
20201001	100008,100197,100197,100009,100056,100009,100009,100008,100009,100197,100031,100059,100197	100197,100056
20201001	100197,100047,100197,100007,100009,100003,100197,100003,100021,100009,100047,100197,100007,100009,100056,100009,100047,100197,100197,100019,100003	100197
20201001	100197,100009,100056,100009,100056	100197,100056
20201001	100009,100009,100056,100007,100035	100197,100056
20201001	100009,100009	100009,100056
20201001	100197,100197,100009,100197,100197	100009,100030
20201001	100197,100009,100031,100009,100211,100009,100056	100197,100012
20201001	100197,100053,100007	100009,100019
10301004	100007	100012
10301004	100025	100176
10301004	100140,100088	100007,100011
21301002	100037,100170,100003,100087,100011,100023	100047
15001005	100054	100007,100027
60301001	100197	100197
11101006	100197,100002	100009
11101006	100002,100011,100013,100012	100162
11101006	100088,100009,100026,100007,100063	100009,100059,100287,100009
11501002	100002,100038,100144,100009,100012,100009,100197,100035,100007,100197	100197
11202001	100012,100009	100197,100026,100051
20201001	100088,100088,100035,100009,100007,100253,100197	100009
20201001	100035,100007,100038,100009	100197,100079
11101006	100009	100197
11501001	100197,100032	100009
11102004	100035,100007,100044,100039,100007,100073,100082,100105	100216
13001003	100035,100007,100036,100036,100007,100010,100197,100197,100036,100026,100030,100021,100043,100051,100044,100009,100009,100031,100009,100009,100036,100024	100197,100024,100012
11101005	100059,100009,100197,100009	100197
11101005	100009,100009,100007,100009,100197,100087,100197	100009,100056
11101005	100012,100009,100087,100009	100087
11101005	100059	100197
11101006	100197,100197,100056,100009,100009,100019,100197,100009,100009,100024,100197,100197	100197,100007
11101006	100197,100197,100197,100197,100009,100009,100291,100009,100056,100009,100026,100197,100009,100009,100019,100197,100056	100009
11101006	100009,100197,100009,100056,100009,100009,100197,100197,100197,100024	100009
11101006	100197,100197,100009,100026,100009,100009,100002,100017,100197,100009,100056,100197,100031,100042,100035,100009,100197	100197,100056
11101006	100197,100197,100197,100009,100024,100197,100009,100009,100019,100009,100019,100197,100197,100056	100197
11101006	100197,100197,100197,100019,100009,100026,100056,100009,100197,100009,100197,100010,100035,100285	100197
20201001	100009	100197
20201001	100007,100197,100009,100009,100009,100009	100009
20201001	100074,100081,100007,100059,100034,100017,100009,100007,100197	100009,100036
11501001	100009	100197
10601004	100009,100056	100197,100056
10202001	100197,100001,100009,100056,100009,100056	100190
22201001	100197,100043,100035	100009
11101005	100007,100009,100031	100009,100012
11101005	100113,100025	100197
20201001	100009,100109,100009,100056,100009,100007,100035	100197,100056
10101003	100009,100230	100197,100056
10101003	100013,100197,100007	100007,100013
10101003	100007,100197,100083,100230,100197,100215,100009,100056,100009,100056,100044	100197,100056
